Log(E/eV)	z [pc]	tobs [yr]	Synchr	IC	IC - IR	Esc	Acc	Ad
14.4848	36.0017	1.57127	-7.08026	-12.9047	-9.14383	-10.4035	-6.01428	-8.9784
14.5859	36.0017	1.57127	-6.97925	-13.008	-9.21538	-10.4035	-6.11529	-8.9784
14.6869	36.0017	1.57127	-6.87824	-13.1114	-9.29082	-10.4035	-6.2163	-8.9784
14.7879	36.0017	1.57127	-6.77723	-13.215	-9.3698	-10.4035	-6.31731	-8.9784
14.8889	36.0017	1.57127	-6.67622	-13.3187	-9.45199	-10.4035	-6.41832	-8.9784
14.9899	36.0017	1.57127	-6.57521	-13.4224	-9.53707	-10.4035	-6.51933	-8.9784
15.0909	36.0017	1.57127	-6.4742	-13.5262	-9.62473	-10.4035	-6.62034	-8.9784
15.1919	36.0017	1.57127	-6.37319	-13.6301	-9.71469	-10.4035	-6.72135	-8.9784
15.2929	36.0017	1.57127	-6.27218	-13.734	-9.80668	-10.4035	-6.82236	-8.9784
15.3939	36.0017	1.57127	-6.17117	-13.8379	-9.90045	-10.4035	-6.92337	-8.9784
15.4949	36.0017	1.57127	-6.07016	-13.9418	-9.99577	-10.4035	-7.02438	-8.9784
15.596	36.0017	1.57127	-5.96915	-14.0457	-10.0924	-10.4035	-7.12539	-8.9784
15.697	36.0017	1.57127	-5.86814	-14.1497	-10.1902	-10.4035	-7.2264	-8.9784
15.798	36.0017	1.57127	-5.76713	-14.2536	-10.289	-10.4035	-7.32741	-8.9784
15.899	36.0017	1.57127	-5.66612	-14.3576	-10.3887	-10.4035	-7.42842	-8.9784
16	36.0017	1.57127	-5.56511	-14.4615	-10.489	-10.4035	-7.52943	-8.9784
6	37.2038	1.60437	-15.5936	-14.8143	-15.1127	-10.4354	2.4563	-8.98603
6.10101	37.2038	1.60437	-15.4926	-14.682	-14.9804	-10.4354	2.35529	-8.98603
6.20202	37.2038	1.60437	-15.3916	-14.5622	-14.8606	-10.4354	2.25428	-8.98603
6.30303	37.2038	1.60437	-15.2906	-14.4503	-14.7488	-10.4354	2.15327	-8.98603
6.40404	37.2038	1.60437	-15.1896	-14.3435	-14.6419	-10.4354	2.05226	-8.98603
6.50505	37.2038	1.60437	-15.0886	-14.2398	-14.5382	-10.4354	1.95125	-8.98603
6.60606	37.2038	1.60437	-14.9876	-14.1383	-14.4367	-10.4354	1.85024	-8.98603
6.70707	37.2038	1.60437	-14.8866	-14.0382	-14.3366	-10.4354	1.74923	-8.98603
6.80808	37.2038	1.60437	-14.7856	-13.939	-14.2374	-10.4354	1.64822	-8.98603
6.90909	37.2038	1.60437	-14.6845	-13.8405	-14.1389	-10.4354	1.54721	-8.98603
7.0101	37.2038	1.60437	-14.5835	-13.7425	-14.0408	-10.4354	1.4462	-8.98603
7.11111	37.2038	1.60437	-14.4825	-13.6448	-13.9431	-10.4354	1.34519	-8.98603
7.21212	37.2038	1.60437	-14.3815	-13.5474	-13.8456	-10.4354	1.24418	-8.98603
7.31313	37.2038	1.60437	-14.2805	-13.4501	-13.7483	-10.4354	1.14317	-8.98603
7.41414	37.2038	1.60437	-14.1795	-13.3531	-13.6512	-10.4354	1.04216	-8.98603
7.51515	37.2038	1.60437	-14.0785	-13.2562	-13.5543	-10.4354	0.941152	-8.98603
7.61616	37.2038	1.60437	-13.9775	-13.1594	-13.4574	-10.4354	0.840141	-8.98603
7.71717	37.2038	1.60437	-13.8765	-13.0627	-13.3606	-10.4354	0.739131	-8.98603
7.81818	37.2038	1.60437	-13.7755	-12.9662	-13.2639	-10.4354	0.638121	-8.98603
7.91919	37.2038	1.60437	-13.6744	-12.8697	-13.1672	-10.4354	0.537111	-8.98603
8.0202	37.2038	1.60437	-13.5734	-12.7734	-13.0706	-10.4354	0.436101	-8.98603
8.12121	37.2038	1.60437	-13.4724	-12.6772	-12.9741	-10.4354	0.335091	-8.98603
8.22222	37.2038	1.60437	-13.3714	-12.581	-12.8776	-10.4354	0.234081	-8.98603
8.32323	37.2038	1.60437	-13.2704	-12.4851	-12.7811	-10.4354	0.133071	-8.98603
8.42424	37.2038	1.60437	-13.1694	-12.3893	-12.6847	-10.4354	0.0320606	-8.98603
8.52525	37.2038	1.60437	-13.0684	-12.2936	-12.5883	-10.4354	-0.0689495	-8.98603
8.62626	37.2038	1.60437	-12.9674	-12.1982	-12.4919	-10.4354	-0.16996	-8.98603
8.72727	37.2038	1.60437	-12.8664	-12.1031	-12.3955	-10.4354	-0.27097	-8.98603
8.82828	37.2038	1.60437	-12.7654	-12.0083	-12.2991	-10.4354	-0.37198	-8.98603
8.92929	37.2038	1.60437	-12.6643	-11.9139	-12.2028	-10.4354	-0.47299	-8.98603
9.0303	37.2038	1.60437	-12.5633	-11.82	-12.1064	-10.4354	-0.574	-8.98603
9.13131	37.2038	1.60437	-12.4623	-11.7267	-12.01	-10.4354	-0.67501	-8.98603
9.23232	37.2038	1.60437	-12.3613	-11.6343	-11.9137	-10.4354	-0.77602	-8.98603
9.33333	37.2038	1.60437	-12.2603	-11.5427	-11.8173	-10.4354	-0.87703	-8.98603
9.43434	37.2038	1.60437	-12.1593	-11.4524	-11.721	-10.4354	-0.97804	-8.98603
9.53535	37.2038	1.60437	-12.0583	-11.3635	-11.6246	-10.4354	-1.07905	-8.98603
9.63636	37.2038	1.60437	-11.9573	-11.2764	-11.5283	-10.4354	-1.18006	-8.98603
9.73737	37.2038	1.60437	-11.8563	-11.1914	-11.432	-10.4354	-1.28107	-8.98603
9.83838	37.2038	1.60437	-11.7553	-11.109	-11.3356	-10.4354	-1.38208	-8.98603
9.93939	37.2038	1.60437	-11.6542	-11.0295	-11.2393	-10.4354	-1.48309	-8.98603
10.0404	37.2038	1.60437	-11.5532	-10.9535	-11.143	-10.4354	-1.5841	-8.98603
10.1414	37.2038	1.60437	-11.4522	-10.8816	-11.0468	-10.4354	-1.68511	-8.98603
10.2424	37.2038	1.60437	-11.3512	-10.8143	-10.9506	-10.4354	-1.78612	-8.98603
10.3434	37.2038	1.60437	-11.2502	-10.7521	-10.8544	-10.4354	-1.88713	-8.98603
10.4444	37.2038	1.60437	-11.1492	-10.6956	-10.7583	-10.4354	-1.98814	-8.98603
10.5455	37.2038	1.60437	-11.0482	-10.6452	-10.6623	-10.4354	-2.08915	-8.98603
10.6465	37.2038	1.60437	-10.9472	-10.6014	-10.5665	-10.4354	-2.19016	-8.98603
10.7475	37.2038	1.60437	-10.8462	-10.5646	-10.4708	-10.4354	-2.29117	-8.98603
10.8485	37.2038	1.60437	-10.7452	-10.5349	-10.3753	-10.4354	-2.39218	-8.98603
10.9495	37.2038	1.60437	-10.6441	-10.5126	-10.2801	-10.4354	-2.49319	-8.98603
11.0505	37.2038	1.60437	-10.5431	-10.4978	-10.1852	-10.4354	-2.5942	-8.98603
11.1515	37.2038	1.60437	-10.4421	-10.4906	-10.0908	-10.4354	-2.69521	-8.98603
11.2525	37.2038	1.60437	-10.3411	-10.4909	-9.99687	-10.4354	-2.79622	-8.98603
11.3535	37.2038	1.60437	-10.2401	-10.4985	-9.90367	-10.4354	-2.89723	-8.98603
11.4545	37.2038	1.60437	-10.1391	-10.5135	-9.81132	-10.4354	-2.99824	-8.98603
11.5556	37.2038	1.60437	-10.0381	-10.5356	-9.72003	-10.4354	-3.09925	-8.98603
11.6566	37.2038	1.60437	-9.93707	-10.5645	-9.63005	-10.4354	-3.20026	-8.98603
11.7576	37.2038	1.60437	-9.83606	-10.6001	-9.54168	-10.4354	-3.30127	-8.98603
11.8586	37.2038	1.60437	-9.73505	-10.6419	-9.45524	-10.4354	-3.40228	-8.98603
11.9596	37.2038	1.60437	-9.63404	-10.6897	-9.37116	-10.4354	-3.50329	-8.98603
12.0606	37.2038	1.60437	-9.53303	-10.7431	-9.28986	-10.4354	-3.6043	-8.98603
12.1616	37.2038	1.60437	-9.43202	-10.8017	-9.21185	-10.4354	-3.70531	-8.98603
12.2626	37.2038	1.60437	-9.33101	-10.8653	-9.13767	-10.4354	-3.80632	-8.98603
12.3636	37.2038	1.60437	-9.23	-10.9334	-9.06787	-10.4354	-3.90733	-8.98603
12.4646	37.2038	1.60437	-9.12899	-11.0057	-9.00303	-10.4354	-4.00834	-8.98603
12.5657	37.2038	1.60437	-9.02798	-11.0819	-8.94371	-10.4354	-4.10935	-8.98603
12.6667	37.2038	1.60437	-8.92697	-11.1615	-8.89042	-10.4354	-4.21036	-8.98603
12.7677	37.2038	1.60437	-8.82596	-11.2443	-8.84364	-10.4354	-4.31137	-8.98603
12.8687	37.2038	1.60437	-8.72495	-11.3299	-8.80378	-10.4354	-4.41238	-8.98603
12.9697	37.2038	1.60437	-8.62394	-11.4181	-8.77114	-10.4354	-4.51339	-8.98603
13.0707	37.2038	1.60437	-8.52293	-11.5086	-8.74596	-10.4354	-4.6144	-8.98603
13.1717	37.2038	1.60437	-8.42192	-11.6011	-8.72839	-10.4354	-4.71541	-8.98603
13.2727	37.2038	1.60437	-8.32091	-11.6954	-8.71849	-10.4354	-4.81642	-8.98603
13.3737	37.2038	1.60437	-8.2199	-11.7912	-8.71626	-10.4354	-4.91743	-8.98603
13.4747	37.2038	1.60437	-8.11889	-11.8883	-8.72161	-10.4354	-5.01844	-8.98603
13.5758	37.2038	1.60437	-8.01788	-11.9866	-8.73441	-10.4354	-5.11945	-8.98603
13.6768	37.2038	1.60437	-7.91687	-12.0859	-8.75446	-10.4354	-5.22046	-8.98603
13.7778	37.2038	1.60437	-7.81586	-12.186	-8.78154	-10.4354	-5.32147	-8.98603
13.8788	37.2038	1.60437	-7.71485	-12.2868	-8.81536	-10.4354	-5.42248	-8.98603
13.9798	37.2038	1.60437	-7.61384	-12.3882	-8.85562	-10.4354	-5.52349	-8.98603
14.0808	37.2038	1.60437	-7.51283	-12.49	-8.90198	-10.4354	-5.62451	-8.98603
14.1818	37.2038	1.60437	-7.41182	-12.5923	-8.95409	-10.4354	-5.72552	-8.98603
14.2828	37.2038	1.60437	-7.31081	-12.6949	-9.01158	-10.4354	-5.82653	-8.98603
14.3838	37.2038	1.60437	-7.2098	-12.7978	-9.07408	-10.4354	-5.92754	-8.98603
14.4848	37.2038	1.60437	-7.10879	-12.901	-9.14122	-10.4354	-6.02855	-8.98603
14.5859	37.2038	1.60437	-7.00778	-13.0043	-9.21262	-10.4354	-6.12956	-8.98603
14.6869	37.2038	1.60437	-6.90677	-13.1077	-9.28792	-10.4354	-6.23057	-8.98603
14.7879	37.2038	1.60437	-6.80576	-13.2113	-9.36678	-10.4354	-6.33158	-8.98603
14.8889	37.2038	1.60437	-6.70475	-13.315	-9.44887	-10.4354	-6.43259	-8.98603
14.9899	37.2038	1.60437	-6.60374	-13.4187	-9.53385	-10.4354	-6.5336	-8.98603
15.0909	37.2038	1.60437	-6.50273	-13.5225	-9.62142	-10.4354	-6.63461	-8.98603
15.1919	37.2038	1.60437	-6.40172	-13.6263	-9.71131	-10.4354	-6.73562	-8.98603
15.2929	37.2038	1.60437	-6.30071	-13.7302	-9.80323	-10.4354	-6.83663	-8.98603
15.3939	37.2038	1.60437	-6.1997	-13.8341	-9.89695	-10.4354	-6.93764	-8.98603
15.4949	37.2038	1.60437	-6.09869	-13.938	-9.99222	-10.4354	-7.03865	-8.98603
15.596	37.2038	1.60437	-5.99768	-14.042	-10.0888	-10.4354	-7.13966	-8.98603
15.697	37.2038	1.60437	-5.89667	-14.1459	-10.1866	-10.4354	-7.24067	-8.98603
15.798	37.2038	1.60437	-5.79566	-14.2499	-10.2854	-10.4354	-7.34168	-8.98603
15.899	37.2038	1.60437	-5.69465	-14.3538	-10.385	-10.4354	-7.44269	-8.98603
16	37.2038	1.60437	-5.59364	-14.4578	-10.4853	-10.4354	-7.5437	-8.98603
6	38.4461	1.63387	-15.6222	-14.8185	-15.1169	-10.4688	2.44204	-8.99305
6.10101	38.4461	1.63387	-15.5212	-14.6862	-14.9846	-10.4688	2.34103	-8.99305
6.20202	38.4461	1.63387	-15.4201	-14.5664	-14.8649	-10.4688	2.24002	-8.99305
6.30303	38.4461	1.63387	-15.3191	-14.4545	-14.753	-10.4688	2.13901	-8.99305
6.40404	38.4461	1.63387	-15.2181	-14.3477	-14.6461	-10.4688	2.038	-8.99305
6.50505	38.4461	1.63387	-15.1171	-14.244	-14.5424	-10.4688	1.93699	-8.99305
6.60606	38.4461	1.63387	-15.0161	-14.1425	-14.4409	-10.4688	1.83598	-8.99305
6.70707	38.4461	1.63387	-14.9151	-14.0424	-14.3408	-10.4688	1.73497	-8.99305
6.80808	38.4461	1.63387	-14.8141	-13.9432	-14.2416	-10.4688	1.63396	-8.99305
6.90909	38.4461	1.63387	-14.7131	-13.8447	-14.1431	-10.4688	1.53295	-8.99305
7.0101	38.4461	1.63387	-14.6121	-13.7467	-14.045	-10.4688	1.43194	-8.99305
7.11111	38.4461	1.63387	-14.5111	-13.649	-13.9473	-10.4688	1.33093	-8.99305
7.21212	38.4461	1.63387	-14.41	-13.5516	-13.8498	-10.4688	1.22992	-8.99305
7.31313	38.4461	1.63387	-14.309	-13.4543	-13.7526	-10.4688	1.12891	-8.99305
7.41414	38.4461	1.63387	-14.208	-13.3573	-13.6554	-10.4688	1.0279	-8.99305
7.51515	38.4461	1.63387	-14.107	-13.2604	-13.5585	-10.4688	0.926887	-8.99305
7.61616	38.4461	1.63387	-14.006	-13.1636	-13.4616	-10.4688	0.825877	-8.99305
7.71717	38.4461	1.63387	-13.905	-13.0669	-13.3648	-10.4688	0.724867	-8.99305
7.81818	38.4461	1.63387	-13.804	-12.9704	-13.2681	-10.4688	0.623857	-8.99305
7.91919	38.4461	1.63387	-13.703	-12.8739	-13.1714	-10.4688	0.522846	-8.99305
8.0202	38.4461	1.63387	-13.602	-12.7776	-13.0749	-10.4688	0.421836	-8.99305
8.12121	38.4461	1.63387	-13.501	-12.6813	-12.9783	-10.4688	0.320826	-8.99305
8.22222	38.4461	1.63387	-13.3999	-12.5852	-12.8818	-10.4688	0.219816	-8.99305
8.32323	38.4461	1.63387	-13.2989	-12.4893	-12.7853	-10.4688	0.118806	-8.99305
8.42424	38.4461	1.63387	-13.1979	-12.3934	-12.6889	-10.4688	0.0177959	-8.99305
8.52525	38.4461	1.63387	-13.0969	-12.2978	-12.5925	-10.4688	-0.0832142	-8.99305
8.62626	38.4461	1.63387	-12.9959	-12.2024	-12.4961	-10.4688	-0.184224	-8.99305
8.72727	38.4461	1.63387	-12.8949	-12.1072	-12.3997	-10.4688	-0.285234	-8.99305
8.82828	38.4461	1.63387	-12.7939	-12.0124	-12.3033	-10.4688	-0.386245	-8.99305
8.92929	38.4461	1.63387	-12.6929	-11.918	-12.207	-10.4688	-0.487255	-8.99305
9.0303	38.4461	1.63387	-12.5919	-11.8241	-12.1106	-10.4688	-0.588265	-8.99305
9.13131	38.4461	1.63387	-12.4909	-11.7308	-12.0142	-10.4688	-0.689275	-8.99305
9.23232	38.4461	1.63387	-12.3898	-11.6383	-11.9179	-10.4688	-0.790285	-8.99305
9.33333	38.4461	1.63387	-12.2888	-11.5467	-11.8215	-10.4688	-0.891295	-8.99305
9.43434	38.4461	1.63387	-12.1878	-11.4563	-11.7252	-10.4688	-0.992305	-8.99305
9.53535	38.4461	1.63387	-12.0868	-11.3674	-11.6289	-10.4688	-1.09332	-8.99305
9.63636	38.4461	1.63387	-11.9858	-11.2802	-11.5325	-10.4688	-1.19433	-8.99305
9.73737	38.4461	1.63387	-11.8848	-11.1951	-11.4362	-10.4688	-1.29534	-8.99305
9.83838	38.4461	1.63387	-11.7838	-11.1125	-11.3398	-10.4688	-1.39635	-8.99305
9.93939	38.4461	1.63387	-11.6828	-11.0329	-11.2435	-10.4688	-1.49736	-8.99305
10.0404	38.4461	1.63387	-11.5818	-10.9568	-11.1472	-10.4688	-1.59837	-8.99305
10.1414	38.4461	1.63387	-11.4808	-10.8847	-11.051	-10.4688	-1.69938	-8.99305
10.2424	38.4461	1.63387	-11.3797	-10.8172	-10.9548	-10.4688	-1.80039	-8.99305
10.3434	38.4461	1.63387	-11.2787	-10.7548	-10.8586	-10.4688	-1.9014	-8.99305
10.4444	38.4461	1.63387	-11.1777	-10.698	-10.7625	-10.4688	-2.00241	-8.99305
10.5455	38.4461	1.63387	-11.0767	-10.6474	-10.6665	-10.4688	-2.10342	-8.99305
10.6465	38.4461	1.63387	-10.9757	-10.6033	-10.5706	-10.4688	-2.20443	-8.99305
10.7475	38.4461	1.63387	-10.8747	-10.5662	-10.4749	-10.4688	-2.30544	-8.99305
10.8485	38.4461	1.63387	-10.7737	-10.5362	-10.3794	-10.4688	-2.40645	-8.99305
10.9495	38.4461	1.63387	-10.6727	-10.5136	-10.2842	-10.4688	-2.50746	-8.99305
11.0505	38.4461	1.63387	-10.5717	-10.4985	-10.1893	-10.4688	-2.60847	-8.99305
11.1515	38.4461	1.63387	-10.4707	-10.4909	-10.0949	-10.4688	-2.70948	-8.99305
11.2525	38.4461	1.63387	-10.3696	-10.4909	-10.0009	-10.4688	-2.81049	-8.99305
11.3535	38.4461	1.63387	-10.2686	-10.4983	-9.90771	-10.4688	-2.9115	-8.99305
11.4545	38.4461	1.63387	-10.1676	-10.513	-9.81533	-10.4688	-3.01251	-8.99305
11.5556	38.4461	1.63387	-10.0666	-10.5348	-9.72399	-10.4688	-3.11352	-8.99305
11.6566	38.4461	1.63387	-9.9656	-10.5634	-9.63395	-10.4688	-3.21453	-8.99305
11.7576	38.4461	1.63387	-9.86459	-10.5987	-9.5455	-10.4688	-3.31554	-8.99305
11.8586	38.4461	1.63387	-9.76358	-10.6402	-9.45898	-10.4688	-3.41655	-8.99305
11.9596	38.4461	1.63387	-9.66257	-10.6878	-9.37478	-10.4688	-3.51756	-8.99305
12.0606	38.4461	1.63387	-9.56156	-10.741	-9.29336	-10.4688	-3.61857	-8.99305
12.1616	38.4461	1.63387	-9.46055	-10.7994	-9.2152	-10.4688	-3.71958	-8.99305
12.2626	38.4461	1.63387	-9.35954	-10.8628	-9.14085	-10.4688	-3.82059	-8.99305
12.3636	38.4461	1.63387	-9.25853	-10.9308	-9.07086	-10.4688	-3.9216	-8.99305
12.4646	38.4461	1.63387	-9.15752	-11.0029	-9.0058	-10.4688	-4.02261	-8.99305
12.5657	38.4461	1.63387	-9.05651	-11.0789	-8.94623	-10.4688	-4.12362	-8.99305
12.6667	38.4461	1.63387	-8.9555	-11.1584	-8.89268	-10.4688	-4.22463	-8.99305
12.7677	38.4461	1.63387	-8.85449	-11.2411	-8.84563	-10.4688	-4.32564	-8.99305
12.8687	38.4461	1.63387	-8.75348	-11.3266	-8.80546	-10.4688	-4.42665	-8.99305
12.9697	38.4461	1.63387	-8.65247	-11.4147	-8.77252	-10.4688	-4.52766	-8.99305
13.0707	38.4461	1.63387	-8.55146	-11.5051	-8.74703	-10.4688	-4.62867	-8.99305
13.1717	38.4461	1.63387	-8.45045	-11.5976	-8.72914	-10.4688	-4.72968	-8.99305
13.2727	38.4461	1.63387	-8.34944	-11.6918	-8.71892	-10.4688	-4.83069	-8.99305
13.3737	38.4461	1.63387	-8.24843	-11.7875	-8.71637	-10.4688	-4.9317	-8.99305
13.4747	38.4461	1.63387	-8.14742	-11.8846	-8.72141	-10.4688	-5.03271	-8.99305
13.5758	38.4461	1.63387	-8.04641	-11.9829	-8.7339	-10.4688	-5.13372	-8.99305
13.6768	38.4461	1.63387	-7.9454	-12.0821	-8.75366	-10.4688	-5.23473	-8.99305
13.7778	38.4461	1.63387	-7.84439	-12.1822	-8.78045	-10.4688	-5.33574	-8.99305
13.8788	38.4461	1.63387	-7.74338	-12.283	-8.814	-10.4688	-5.43675	-8.99305
13.9798	38.4461	1.63387	-7.64237	-12.3843	-8.854	-10.4688	-5.53776	-8.99305
14.0808	38.4461	1.63387	-7.54136	-12.4862	-8.90012	-10.4688	-5.63877	-8.99305
14.1818	38.4461	1.63387	-7.44035	-12.5885	-8.952	-10.4688	-5.73978	-8.99305
14.2828	38.4461	1.63387	-7.33934	-12.6911	-9.00928	-10.4688	-5.84079	-8.99305
14.3838	38.4461	1.63387	-7.23833	-12.794	-9.07159	-10.4688	-5.9418	-8.99305
14.4848	38.4461	1.63387	-7.13732	-12.8971	-9.13855	-10.4688	-6.04281	-8.99305
14.5859	38.4461	1.63387	-7.03631	-13.0004	-9.20978	-10.4688	-6.14382	-8.99305
14.6869	38.4461	1.63387	-6.9353	-13.1038	-9.28494	-10.4688	-6.24483	-8.99305
14.7879	38.4461	1.63387	-6.83429	-13.2074	-9.36367	-10.4688	-6.34584	-8.99305
14.8889	38.4461	1.63387	-6.73328	-13.3111	-9.44564	-10.4688	-6.44685	-8.99305
14.9899	38.4461	1.63387	-6.63227	-13.4148	-9.53051	-10.4688	-6.54786	-8.99305
15.0909	38.4461	1.63387	-6.53126	-13.5186	-9.618	-10.4688	-6.64887	-8.99305
15.1919	38.4461	1.63387	-6.43025	-13.6224	-9.70781	-10.4688	-6.74988	-8.99305
15.2929	38.4461	1.63387	-6.32924	-13.7263	-9.79967	-10.4688	-6.85089	-8.99305
15.3939	38.4461	1.63387	-6.22823	-13.8302	-9.89332	-10.4688	-6.9519	-8.99305
15.4949	38.4461	1.63387	-6.12722	-13.9342	-9.98855	-10.4688	-7.05291	-8.99305
15.596	38.4461	1.63387	-6.02621	-14.0381	-10.0851	-10.4688	-7.15392	-8.99305
15.697	38.4461	1.63387	-5.9252	-14.142	-10.1829	-10.4688	-7.25493	-8.99305
15.798	38.4461	1.63387	-5.82419	-14.246	-10.2816	-10.4688	-7.35594	-8.99305
15.899	38.4461	1.63387	-5.72318	-14.3499	-10.3812	-10.4688	-7.45695	-8.99305
16	38.4461	1.63387	-5.62217	-14.4539	-10.4815	-10.4688	-7.55796	-8.99305
6	39.7299	1.66836	-15.6507	-14.8232	-15.1216	-10.5006	2.42777	-9.00089
6.10101	39.7299	1.66836	-15.5497	-14.6909	-14.9893	-10.5006	2.32676	-9.00089
6.20202	39.7299	1.66836	-15.4487	-14.5711	-14.8695	-10.5006	2.22575	-9.00089
6.30303	39.7299	1.66836	-15.3477	-14.4592	-14.7576	-10.5006	2.12474	-9.00089
6.40404	39.7299	1.66836	-15.2467	-14.3523	-14.6508	-10.5006	2.02373	-9.00089
6.50505	39.7299	1.66836	-15.1456	-14.2487	-14.5471	-10.5006	1.92272	-9.00089
6.60606	39.7299	1.66836	-15.0446	-14.1472	-14.4456	-10.5006	1.82171	-9.00089
6.70707	39.7299	1.66836	-14.9436	-14.0471	-14.3455	-10.5006	1.7207	-9.00089
6.80808	39.7299	1.66836	-14.8426	-13.9479	-14.2463	-10.5006	1.61969	-9.00089
6.90909	39.7299	1.66836	-14.7416	-13.8494	-14.1478	-10.5006	1.51868	-9.00089
7.0101	39.7299	1.66836	-14.6406	-13.7514	-14.0497	-10.5006	1.41767	-9.00089
7.11111	39.7299	1.66836	-14.5396	-13.6537	-13.952	-10.5006	1.31666	-9.00089
7.21212	39.7299	1.66836	-14.4386	-13.5562	-13.8545	-10.5006	1.21565	-9.00089
7.31313	39.7299	1.66836	-14.3376	-13.459	-13.7572	-10.5006	1.11464	-9.00089
7.41414	39.7299	1.66836	-14.2366	-13.362	-13.6601	-10.5006	1.01363	-9.00089
7.51515	39.7299	1.66836	-14.1355	-13.2651	-13.5631	-10.5006	0.912622	-9.00089
7.61616	39.7299	1.66836	-14.0345	-13.1683	-13.4663	-10.5006	0.811612	-9.00089
7.71717	39.7299	1.66836	-13.9335	-13.0716	-13.3695	-10.5006	0.710602	-9.00089
7.81818	39.7299	1.66836	-13.8325	-12.975	-13.2728	-10.5006	0.609592	-9.00089
7.91919	39.7299	1.66836	-13.7315	-12.8786	-13.1761	-10.5006	0.508582	-9.00089
8.0202	39.7299	1.66836	-13.6305	-12.7822	-13.0795	-10.5006	0.407572	-9.00089
8.12121	39.7299	1.66836	-13.5295	-12.686	-12.983	-10.5006	0.306562	-9.00089
8.22222	39.7299	1.66836	-13.4285	-12.5899	-12.8865	-10.5006	0.205551	-9.00089
8.32323	39.7299	1.66836	-13.3275	-12.4939	-12.79	-10.5006	0.104541	-9.00089
8.42424	39.7299	1.66836	-13.2265	-12.3981	-12.6936	-10.5006	0.0035312	-9.00089
8.52525	39.7299	1.66836	-13.1254	-12.3024	-12.5972	-10.5006	-0.0974789	-9.00089
8.62626	39.7299	1.66836	-13.0244	-12.207	-12.5008	-10.5006	-0.198489	-9.00089
8.72727	39.7299	1.66836	-12.9234	-12.1119	-12.4044	-10.5006	-0.299499	-9.00089
8.82828	39.7299	1.66836	-12.8224	-12.017	-12.308	-10.5006	-0.400509	-9.00089
8.92929	39.7299	1.66836	-12.7214	-11.9226	-12.2116	-10.5006	-0.501519	-9.00089
9.0303	39.7299	1.66836	-12.6204	-11.8287	-12.1153	-10.5006	-0.602529	-9.00089
9.13131	39.7299	1.66836	-12.5194	-11.7354	-12.0189	-10.5006	-0.70354	-9.00089
9.23232	39.7299	1.66836	-12.4184	-11.6428	-11.9226	-10.5006	-0.80455	-9.00089
9.33333	39.7299	1.66836	-12.3174	-11.5512	-11.8262	-10.5006	-0.90556	-9.00089
9.43434	39.7299	1.66836	-12.2164	-11.4608	-11.7299	-10.5006	-1.00657	-9.00089
9.53535	39.7299	1.66836	-12.1153	-11.3718	-11.6335	-10.5006	-1.10758	-9.00089
9.63636	39.7299	1.66836	-12.0143	-11.2845	-11.5372	-10.5006	-1.20859	-9.00089
9.73737	39.7299	1.66836	-11.9133	-11.1993	-11.4408	-10.5006	-1.3096	-9.00089
9.83838	39.7299	1.66836	-11.8123	-11.1166	-11.3445	-10.5006	-1.41061	-9.00089
9.93939	39.7299	1.66836	-11.7113	-11.0369	-11.2482	-10.5006	-1.51162	-9.00089
10.0404	39.7299	1.66836	-11.6103	-10.9607	-11.1519	-10.5006	-1.61263	-9.00089
10.1414	39.7299	1.66836	-11.5093	-10.8884	-11.0556	-10.5006	-1.71364	-9.00089
10.2424	39.7299	1.66836	-11.4083	-10.8207	-10.9594	-10.5006	-1.81465	-9.00089
10.3434	39.7299	1.66836	-11.3073	-10.7581	-10.8633	-10.5006	-1.91566	-9.00089
10.4444	39.7299	1.66836	-11.2063	-10.7012	-10.7672	-10.5006	-2.01667	-9.00089
10.5455	39.7299	1.66836	-11.1052	-10.6503	-10.6712	-10.5006	-2.11768	-9.00089
10.6465	39.7299	1.66836	-11.0042	-10.606	-10.5753	-10.5006	-2.21869	-9.00089
10.7475	39.7299	1.66836	-10.9032	-10.5686	-10.4796	-10.5006	-2.3197	-9.00089
10.8485	39.7299	1.66836	-10.8022	-10.5383	-10.3841	-10.5006	-2.42071	-9.00089
10.9495	39.7299	1.66836	-10.7012	-10.5155	-10.2888	-10.5006	-2.52172	-9.00089
11.0505	39.7299	1.66836	-10.6002	-10.5001	-10.1939	-10.5006	-2.62273	-9.00089
11.1515	39.7299	1.66836	-10.4992	-10.4923	-10.0994	-10.5006	-2.72374	-9.00089
11.2525	39.7299	1.66836	-10.3982	-10.4919	-10.0055	-10.5006	-2.82475	-9.00089
11.3535	39.7299	1.66836	-10.2972	-10.4991	-9.91225	-10.5006	-2.92576	-9.00089
11.4545	39.7299	1.66836	-10.1962	-10.5135	-9.81982	-10.5006	-3.02677	-9.00089
11.5556	39.7299	1.66836	-10.0951	-10.535	-9.72845	-10.5006	-3.12778	-9.00089
11.6566	39.7299	1.66836	-9.99413	-10.5635	-9.63835	-10.5006	-3.22879	-9.00089
11.7576	39.7299	1.66836	-9.89312	-10.5985	-9.54984	-10.5006	-3.3298	-9.00089
11.8586	39.7299	1.66836	-9.79211	-10.6398	-9.46324	-10.5006	-3.43081	-9.00089
11.9596	39.7299	1.66836	-9.6911	-10.6872	-9.37895	-10.5006	-3.53182	-9.00089
